Thread,Block,Number of step,Seed,Test kerkel,"Mean of result of Test kernel
in float_st (MoT)","Significant digits
of MoT",Reference kernel,"Mean of result of Reference kernel 
in double_st (MoR)","Significant digits 
of MoR","Mean of absolute error of 
two kernel results in double_st (MEAN)","Significant digits
of MEAN","Similar Representation Part 
of MoR and MoT (SRP)","Number of Similar Digits
in fractional part of MoR and MoT 
without exponent (NSD)"
128,128,1,10,7,-0.1032731E+003,7,8,-0.103273154132391E+003,15,0.493995091090937E-004,15,-0.1032731,7
128,128,N,1,7,0.1415720E+003,7,8,0.141572039192122E+003,15,0.380527993399937E-004,15,0.1415720,7
128,128,N,2,7,-0.944496E+002,6,8,-0.944495209071064E+002,15,0.155606565385824E-003,15,-0.94449,5
128,128,N,3,7,-0.1207286E+003,7,8,-0.120728547775728E+003,15,0.120437161967856E-003,15,-0.120728,6
128,128,N,4,7,-0.130799E+002,6,8,-0.130798596802633E+002,15,0.131978265319077E-003,15,-0.13079,5
128,128,N,5,7,0.1286276E+003,7,8,0.128627720266937E+003,15,0.126272796478588E-003,15,0.128627,6
128,128,N,6,7,0.1576687E+003,7,8,0.157668878098455E+003,15,0.126063950034449E-003,15,0.157668,6
128,128,N,7,7,0.2729344E+003,7,8,0.272934585153896E+003,15,0.116566656913619E-003,15,0.272934,6
128,128,N,8,7,-0.2265720E+003,7,8,-0.226571982118515E+003,15,0.100401015515672E-003,15,-0.22657,5
128,128,N,9,7,-0.9637900E+002,7,8,-0.963788888950366E+002,15,0.129252749815123E-003,15,-0.9637,4
128,128,N,10,7,-0.1032710E+003,7,8,-0.103270968573557E+003,15,0.478652448947514E-004,15,-0.10327,5
256,64,1,1,7,0.141574E+003,6,8,0.141574384913979E+003,15,0.340356319838974E-005,15,0.141574,6
256,64,1,2,7,-0.944515E+002,6,8,-0.944515437528662E+002,15,0.450559734588296E-005,15,-0.944515,6
256,64,1,3,7,-0.1207264E+003,7,8,-0.120726427593710E+003,15,0.176816010934999E-004,15,-0.1207264,7
256,64,1,4,7,-0.130821E+002,6,8,-0.130821606731842E+002,15,0.995042984897054E-006,15,-0.130821,6
256,64,1,5,7,0.1286300E+003,7,8,0.128629984260314E+003,15,0.307950237470322E-004,15,0.1286,4
256,64,1,6,7,0.157666E+003,6,8,0.157666582364970E+003,15,0.725103777199365E-005,15,0.157666,6
256,64,1,7,7,0.2729366E+003,7,8,0.272936606664996E+003,15,0.184977640742545E-004,15,0.2729366,7
256,64,1,8,7,-0.2265744E+003,7,8,-0.226574426500749E+003,15,0.160448232122689E-004,15,-0.2265744,7
256,64,1,9,7,-0.963759E+002,6,8,-0.963759972646730E+002,15,0.105296470280791E-004,15,-0.963759,6
256,64,1,10,7,-0.103273E+003,6,8,-0.103273154132391E+003,15,0.188819309840937E-004,15,-0.103273,6
256,64,N,1,7,0.1415720E+003,7,8,0.141572039192122E+003,15,0.753522121499372E-005,15,0.1415720,7
256,64,N,2,7,-0.9444952E+002,7,8,-0.944495209071064E+002,15,0.715385128557954E-005,15,-0.9444952,7
256,64,N,3,7,-0.1207285E+003,7,8,-0.120728547775728E+003,15,0.118056765643359E-004,15,-0.1207285,7
256,64,N,4,7,-0.130798E+002,6,8,-0.130798596802633E+002,15,0.227855828782708E-005,15,-0.130798,6
256,64,N,5,7,0.1286277E+003,7,8,0.128627720266937E+003,15,0.161425680857973E-004,15,0.1286277,7
256,64,N,6,7,0.1576688E+003,7,8,0.157668878098455E+003,15,0.243386896272568E-004,15,0.1576688,7
256,64,N,7,7,0.2729345E+003,7,8,0.272934585153896E+003,15,0.148413964780047E-004,15,0.2729345,7
256,64,N,8,7,-0.2265719E+003,7,8,-0.226571982118515E+003,15,0.216692969843279E-004,15,-0.2265719,7
256,64,N,9,7,-0.9637889E+002,7,8,-0.963788888950366E+002,15,0.173549633473157E-004,15,-0.963788,6
256,64,N,10,7,-0.1032709E+003,7,8,-0.103270968573557E+003,15,0.233424374016522E-004,15,-0.1032709,7
